experiment_family,geometry_seed,sensor_seed,level,process_seed,process_noise_seed_resolved,process_noise_checksum
stage1c_geometry,202,22,L2,1004,6393522402114438671,e16ce9cb28026b302049b3dbc4cddc8dd359c21283cf2d3b301511af96786e5d
stage1c_geometry,202,22,L2,1005,16966314076034868208,ebb5f49d81e20977e42ceaee8aedd866b8a632417a5261bcf0f75b0c79fdf1c5
stage1c_geometry,202,22,L2,1006,13275241966486113319,dce48bd7eba6d7fdcdd0c05024fbee6937d71a8327ec7da9543743c3719e90d3
stage1c_geometry,202,22,L2,1007,5627719899740385608,733e2a6916243c7d4c926c9ab2262a6d800461f7e4aed30bd47c0e1429084810
stage1c_geometry,202,22,L2,1008,12597680980096764937,388ca77cbdfc49ec9f7c62f1b1c0b2107fd457c4a897c1aeeca56f85ec5a3290
stage1c_geometry,202,22,L2,1009,15238375550989516308,4f44b0217e7832de0315c1b0283ab3b5e005f3a49de50d8ab3bc7be86f1c8c89
stage1c_geometry,202,22,L2,1010,8574409168059715675,35ddc9b27144f86557bd488b78de1abdc4684945a9ac72a33863bc5c224fbbb6
stage1c_geometry,202,22,L2,1011,830806841165736904,071be0038aa787400fdf175d3658f5fb0c6547bd2ffbeb47b841df287e62fd2a
stage1c_geometry,202,22,L2,1012,15397695053939709816,409cac3501366266dee0f5067677f2bb947bbdf232c63695cf92363c91130168
stage1c_geometry,202,22,L2,1013,3305873064335101289,185c7b9a423758755c1b18ae33415a0adf43ed8fcd26b33e8fa6b8be6c4112d0
stage1c_geometry,202,22,L2,1014,4431559262869331871,e044e66d582b5a7bf0ae341e9874bb433d77928c5f747623ad30b82bb513780e
stage1c_geometry,202,22,L2,1015,7390952897010385892,cd2bef4ab25382415c9ac47b7278feb986a63b43d280ce85b4bbfdbe3fb05a81
stage1c_geometry,202,22,L2,1016,14788868825568137304,58b0c6472c02ef99e10eed7999eb6c938446929522b277db40ef0bc1f46910eb
stage1c_geometry,202,22,L2,1017,1372025500559930775,d86e491b948d03fd0c0b65931370991e8df61fb98f1f842b09c56663dce509bf
stage1c_geometry,202,22,L2,1018,18119838660796025174,97603ae1bc0af2497a6b97c1ab7a9b353a1863988384b9da22e538b501ce332f
stage1c_geometry,202,22,L2,1019,1018291486593630942,ff66bfd09054676a86b0b19074b3ca31e3af733837510d4477b3a10a6c2e64a1
stage1c_geometry,202,22,L2,1020,5251984698096448503,2f27a7930eb5f5a7ecfaf1968e560f1611aec266df723eced3404057466acb68
stage1c_geometry,202,22,L2,1021,3295727639050339811,d584893dcfc1a1e378656e86961aacbf75327acdcbd148164cf66c9080244b18
stage1c_geometry,202,22,L2,1022,9018150613537612055,c1bd38f0065c6750f09e247b1e7cf0057966cb7839d3883698981b342c8c522b
stage1c_geometry,202,22,L2,1023,2790849959897878616,f116530e1f71537c16c6a8b2d10214428303264ac002e007fd8b43cd5b6d9269
stage1c_geometry,202,22,L2,1024,4133844275624496302,6e16f08aee045b7376e6e7549d4408e2bd194b1ab56c661de13c0afb62073da3
stage1c_geometry,202,22,L2,1025,8003252433148363973,278519abcf3eb3e7691e4b877af29cde153ceb2c4ec2313eaa2705a21fe70954
stage1c_geometry,202,22,L2,1026,12883667498086929192,2b87c75354866f207ea8fe1deedf70a2c75ddd29854b664692b1fd97f9344f43
stage1c_geometry,202,22,L2,1027,6252214414629619278,ae74af77f457c44c565ef1ebfd1013d12bb7b0be2dac58bed4eb4501c92dd7ae
stage1c_geometry,202,22,L2,1028,16364044632205693465,85bebe3f9544573017f445c5970a2292e5f708bdb7c7d901e4d6462118476025
stage1c_geometry,202,22,L2,1029,8080770454356566869,34a318e267bdf5c3340360fc4897b900a16680eb2b3fabec0945217670cbe97d
stage1c_geometry,202,22,L2,1030,5518405809987774748,4b95ff37ae64d756bfcfbfa4c75e24ce6572f8f9cf99345151d64dbd2c0c7980
stage1c_geometry,202,11,L3,1001,3656791792933459976,b15d7b718a2869d6a2864085a76b5a89257873188cc51ec0cc3f43011467bef1
stage1c_geometry,202,11,L3,1002,7363871602318067302,a1dbccfb3d5824fb8eb68681d5c375b952ff649e1c0b619e3d93bc6369b26d5f
stage1c_geometry,202,11,L3,1003,2659679883936676135,88ec1abef865e8b46589a55e80204ffecaf2020ac15f4e6b4b62424d6b111c8f
stage1c_geometry,202,11,L3,1004,16244626216767076391,9a084f442993fa464bcc986c069215a950dbcdb095299b479fca31cbb6a313dc
stage1c_geometry,202,11,L3,1005,14719513845620655673,413ae00160cee7c3342f0b6c1ba622c2b0a30cfaf0cc8dc4c4ee9b94e48da7b6
stage1c_geometry,202,11,L3,1006,34965889747921610,9e1256c82f5c09f57171b66ead27585f78ccbd077122051aba2df864ddd7f59e
stage1c_geometry,202,11,L3,1007,17619252056344075070,b9c821619fa6ed2a51ec2c922f846a5ad4cb8bd746927c275e25138899e54e5b
stage1c_geometry,202,11,L3,1008,4057917311936956369,ee9739d5f7382368be66957e5f4572c21d5cb2cf269db02e5917c761d62d778e
stage1c_geometry,202,11,L3,1009,8545675959040538400,8de96b3f55e2c5c14991cdbca831e6cf6438bc14bfacf836c41d7cc385239f11
stage1c_geometry,202,11,L3,1010,17019427125739507481,fc7001a9d0f9b25d65a13d9416e9ecd578f1d96d54cfeb8f17b76b235a4f2906
stage1c_geometry,202,11,L3,1011,14367809396699798843,19ff8ef4d20b8ac6a958984e327630cef321a30b10485fd447833d25344d3c9a
stage1c_geometry,202,11,L3,1012,13079551645454648714,2c7e8167f42d347525b8cf3d2942d9f74fb4a7ffe9a1f97368983938b6d217fd
stage1c_geometry,202,11,L3,1013,14363831563469670088,a2f309730c9a7f04f32585a69f512fd079a380b8f17c6dc1abe3b5794d56d0af
stage1c_geometry,202,11,L3,1014,9901724434197697894,2bd387ab244f4bf60b0c174b8870cf6d0224242670196ea239720cc4482aeb82
stage1c_geometry,202,11,L3,1015,18234994614711664493,e8ddee41dfaa9e21af3cad62489b65abd81e143f8ab6b9cc7f0d148391e45909
stage1c_geometry,202,11,L3,1016,15559224157064757263,9c3b63b259d0cddf20632a3a477aca06a6ed20a742497ef126c87c15568c7c73
stage1c_geometry,202,11,L3,1017,10862237983585635748,59a170b3340eed23d6d0cb96a86145bb6972ce4b849de5e01f139b9e9eac65f7
stage1c_geometry,202,11,L3,1018,698336415205008436,6e3464e1d2ba8d3474172469572e10630b445e4f4eb760f497d2db14c1a4db40
stage1c_geometry,202,11,L3,1019,15659354862241238435,d4205bce94c5893c5d82ae155811e85e2f10ea403b5909392de6613521e8a9ed
stage1c_geometry,202,11,L3,1020,14826561134094769388,4702eb223cc74b106ced562e980dfa2e327696c988717b6cfd36bf832a8e74de
stage1c_geometry,202,11,L3,1021,17220076667853025959,9c6679cd048944f033f6feb903cf8f6ce8bbf0d4d6743350f12b5eb2e1e5c9bd
stage1c_geometry,202,11,L3,1022,4394957356872696037,cb9391665d258e3dba376552844468c62a72aafa7cec0ddc6a4cee45610c7e7f
stage1c_geometry,202,11,L3,1023,1503623841097755424,133c526fdaa062d9cc28731739aa05fa413bf24dffe96f3718d92e0ea8b82fd7
stage1c_geometry,202,11,L3,1024,16772524820018478010,7b03773589345ad7edd7fa40327ecc84d1de0c44ed4ad67db96c759cfe665bc0
stage1c_geometry,202,11,L3,1025,1729556573826901224,1590cf9783f1d53dd5152e1117e763d87470d8e56264c9736e17e616891bbecd
stage1c_geometry,202,11,L3,1026,7422814930236120808,86d9d758fa321b3f1e0ed3a022734213144ab05860f61e48cd6bab0137fa52b4
stage1c_geometry,202,11,L3,1027,18374148168715244903,eda69faea60001e556d1044ade2f983219f9fe035e428e3e805428af8bb34770
stage1c_geometry,202,11,L3,1028,11609249709193096734,f19b3fafeb1999837001655ec8cf6e85725a14a001435b9f8b0d4c5e2b2ebc26
stage1c_geometry,202,11,L3,1029,6114519069032102917,c2f7d1fb029d8fe9f5a3c0b6fd3f551261d83977b2c3920b11b0efffb749050d
stage1c_geometry,202,11,L3,1030,11828351321196942069,507ff8cec3cc9f9530c11a306f9fed3f553b266d37199f9b41b46f4aed8a7d7d
stage1c_geometry,202,22,L3,1001,2020173499160075929,311c1c63e6d2f79571ac45d3db3eba25bc135c1a0abb24868bda550b935bd738
stage1c_geometry,202,22,L3,1002,3278172078419437918,d30fe59bd5dbb04df57f390ab0a2ab179a9e3c43c5c05b9a189aa6459ef8bcfe
stage1c_geometry,202,22,L3,1003,15025769501930956114,0f490684f49c2d3ffa01161bfe252a56ad02ef168f6c756a45429341c68d2d3f
stage1c_geometry,202,22,L3,1004,6393522402114438671,e16ce9cb28026b302049b3dbc4cddc8dd359c21283cf2d3b301511af96786e5d
stage1c_geometry,202,22,L3,1005,16966314076034868208,ebb5f49d81e20977e42ceaee8aedd866b8a632417a5261bcf0f75b0c79fdf1c5
stage1c_geometry,202,22,L3,1006,13275241966486113319,dce48bd7eba6d7fdcdd0c05024fbee6937d71a8327ec7da9543743c3719e90d3
stage1c_geometry,202,22,L3,1007,5627719899740385608,733e2a6916243c7d4c926c9ab2262a6d800461f7e4aed30bd47c0e1429084810
stage1c_geometry,202,22,L3,1008,12597680980096764937,388ca77cbdfc49ec9f7c62f1b1c0b2107fd457c4a897c1aeeca56f85ec5a3290
stage1c_geometry,202,22,L3,1009,15238375550989516308,4f44b0217e7832de0315c1b0283ab3b5e005f3a49de50d8ab3bc7be86f1c8c89
stage1c_geometry,202,22,L3,1010,8574409168059715675,35ddc9b27144f86557bd488b78de1abdc4684945a9ac72a33863bc5c224fbbb6
stage1c_geometry,202,22,L3,1011,830806841165736904,071be0038aa787400fdf175d3658f5fb0c6547bd2ffbeb47b841df287e62fd2a
stage1c_geometry,202,22,L3,1012,15397695053939709816,409cac3501366266dee0f5067677f2bb947bbdf232c63695cf92363c91130168
stage1c_geometry,202,22,L3,1013,3305873064335101289,185c7b9a423758755c1b18ae33415a0adf43ed8fcd26b33e8fa6b8be6c4112d0
stage1c_geometry,202,22,L3,1014,4431559262869331871,e044e66d582b5a7bf0ae341e9874bb433d77928c5f747623ad30b82bb513780e
stage1c_geometry,202,22,L3,1015,7390952897010385892,cd2bef4ab25382415c9ac47b7278feb986a63b43d280ce85b4bbfdbe3fb05a81
stage1c_geometry,202,22,L3,1016,14788868825568137304,58b0c6472c02ef99e10eed7999eb6c938446929522b277db40ef0bc1f46910eb
stage1c_geometry,202,22,L3,1017,1372025500559930775,d86e491b948d03fd0c0b65931370991e8df61fb98f1f842b09c56663dce509bf
stage1c_geometry,202,22,L3,1018,18119838660796025174,97603ae1bc0af2497a6b97c1ab7a9b353a1863988384b9da22e538b501ce332f
stage1c_geometry,202,22,L3,1019,1018291486593630942,ff66bfd09054676a86b0b19074b3ca31e3af733837510d4477b3a10a6c2e64a1
stage1c_geometry,202,22,L3,1020,5251984698096448503,2f27a7930eb5f5a7ecfaf1968e560f1611aec266df723eced3404057466acb68
stage1c_geometry,202,22,L3,1021,3295727639050339811,d584893dcfc1a1e378656e86961aacbf75327acdcbd148164cf66c9080244b18
stage1c_geometry,202,22,L3,1022,9018150613537612055,c1bd38f0065c6750f09e247b1e7cf0057966cb7839d3883698981b342c8c522b
stage1c_geometry,202,22,L3,1023,2790849959897878616,f116530e1f71537c16c6a8b2d10214428303264ac002e007fd8b43cd5b6d9269
stage1c_geometry,202,22,L3,1024,4133844275624496302,6e16f08aee045b7376e6e7549d4408e2bd194b1ab56c661de13c0afb62073da3
stage1c_geometry,202,22,L3,1025,8003252433148363973,278519abcf3eb3e7691e4b877af29cde153ceb2c4ec2313eaa2705a21fe70954
stage1c_geometry,202,22,L3,1026,12883667498086929192,2b87c75354866f207ea8fe1deedf70a2c75ddd29854b664692b1fd97f9344f43
stage1c_geometry,202,22,L3,1027,6252214414629619278,ae74af77f457c44c565ef1ebfd1013d12bb7b0be2dac58bed4eb4501c92dd7ae
stage1c_geometry,202,22,L3,1028,16364044632205693465,85bebe3f9544573017f445c5970a2292e5f708bdb7c7d901e4d6462118476025
stage1c_geometry,202,22,L3,1029,8080770454356566869,34a318e267bdf5c3340360fc4897b900a16680eb2b3fabec0945217670cbe97d
stage1c_geometry,202,22,L3,1030,5518405809987774748,4b95ff37ae64d756bfcfbfa4c75e24ce6572f8f9cf99345151d64dbd2c0c7980
stage1c_geometry,202,11,L4,1001,3656791792933459976,b15d7b718a2869d6a2864085a76b5a89257873188cc51ec0cc3f43011467bef1
stage1c_geometry,202,11,L4,1002,7363871602318067302,a1dbccfb3d5824fb8eb68681d5c375b952ff649e1c0b619e3d93bc6369b26d5f
stage1c_geometry,202,11,L4,1003,2659679883936676135,88ec1abef865e8b46589a55e80204ffecaf2020ac15f4e6b4b62424d6b111c8f
stage1c_geometry,202,11,L4,1004,16244626216767076391,9a084f442993fa464bcc986c069215a950dbcdb095299b479fca31cbb6a313dc
stage1c_geometry,202,11,L4,1005,14719513845620655673,413ae00160cee7c3342f0b6c1ba622c2b0a30cfaf0cc8dc4c4ee9b94e48da7b6
stage1c_geometry,202,11,L4,1006,34965889747921610,9e1256c82f5c09f57171b66ead27585f78ccbd077122051aba2df864ddd7f59e
stage1c_geometry,202,11,L4,1007,17619252056344075070,b9c821619fa6ed2a51ec2c922f846a5ad4cb8bd746927c275e25138899e54e5b
stage1c_geometry,202,11,L4,1008,4057917311936956369,ee9739d5f7382368be66957e5f4572c21d5cb2cf269db02e5917c761d62d778e
stage1c_geometry,202,11,L4,1009,8545675959040538400,8de96b3f55e2c5c14991cdbca831e6cf6438bc14bfacf836c41d7cc385239f11
stage1c_geometry,202,11,L4,1010,17019427125739507481,fc7001a9d0f9b25d65a13d9416e9ecd578f1d96d54cfeb8f17b76b235a4f2906
stage1c_geometry,202,11,L4,1011,14367809396699798843,19ff8ef4d20b8ac6a958984e327630cef321a30b10485fd447833d25344d3c9a
stage1c_geometry,202,11,L4,1012,13079551645454648714,2c7e8167f42d347525b8cf3d2942d9f74fb4a7ffe9a1f97368983938b6d217fd
stage1c_geometry,202,11,L4,1013,14363831563469670088,a2f309730c9a7f04f32585a69f512fd079a380b8f17c6dc1abe3b5794d56d0af
stage1c_geometry,202,11,L4,1014,9901724434197697894,2bd387ab244f4bf60b0c174b8870cf6d0224242670196ea239720cc4482aeb82
stage1c_geometry,202,11,L4,1015,18234994614711664493,e8ddee41dfaa9e21af3cad62489b65abd81e143f8ab6b9cc7f0d148391e45909
stage1c_geometry,202,11,L4,1016,15559224157064757263,9c3b63b259d0cddf20632a3a477aca06a6ed20a742497ef126c87c15568c7c73
stage1c_geometry,202,11,L4,1017,10862237983585635748,59a170b3340eed23d6d0cb96a86145bb6972ce4b849de5e01f139b9e9eac65f7
stage1c_geometry,202,11,L4,1018,698336415205008436,6e3464e1d2ba8d3474172469572e10630b445e4f4eb760f497d2db14c1a4db40
stage1c_geometry,202,11,L4,1019,15659354862241238435,d4205bce94c5893c5d82ae155811e85e2f10ea403b5909392de6613521e8a9ed
stage1c_geometry,202,11,L4,1020,14826561134094769388,4702eb223cc74b106ced562e980dfa2e327696c988717b6cfd36bf832a8e74de
stage1c_geometry,202,11,L4,1021,17220076667853025959,9c6679cd048944f033f6feb903cf8f6ce8bbf0d4d6743350f12b5eb2e1e5c9bd
stage1c_geometry,202,11,L4,1022,4394957356872696037,cb9391665d258e3dba376552844468c62a72aafa7cec0ddc6a4cee45610c7e7f
stage1c_geometry,202,11,L4,1023,1503623841097755424,133c526fdaa062d9cc28731739aa05fa413bf24dffe96f3718d92e0ea8b82fd7
stage1c_geometry,202,11,L4,1024,16772524820018478010,7b03773589345ad7edd7fa40327ecc84d1de0c44ed4ad67db96c759cfe665bc0
stage1c_geometry,202,11,L4,1025,1729556573826901224,1590cf9783f1d53dd5152e1117e763d87470d8e56264c9736e17e616891bbecd
stage1c_geometry,202,11,L4,1026,7422814930236120808,86d9d758fa321b3f1e0ed3a022734213144ab05860f61e48cd6bab0137fa52b4
stage1c_geometry,202,11,L4,1027,18374148168715244903,eda69faea60001e556d1044ade2f983219f9fe035e428e3e805428af8bb34770
stage1c_geometry,202,11,L4,1028,11609249709193096734,f19b3fafeb1999837001655ec8cf6e85725a14a001435b9f8b0d4c5e2b2ebc26
stage1c_geometry,202,11,L4,1029,6114519069032102917,c2f7d1fb029d8fe9f5a3c0b6fd3f551261d83977b2c3920b11b0efffb749050d
stage1c_geometry,202,11,L4,1030,11828351321196942069,507ff8cec3cc9f9530c11a306f9fed3f553b266d37199f9b41b46f4aed8a7d7d
stage1c_geometry,202,22,L4,1001,2020173499160075929,311c1c63e6d2f79571ac45d3db3eba25bc135c1a0abb24868bda550b935bd738
stage1c_geometry,202,22,L4,1002,3278172078419437918,d30fe59bd5dbb04df57f390ab0a2ab179a9e3c43c5c05b9a189aa6459ef8bcfe
stage1c_geometry,202,22,L4,1003,15025769501930956114,0f490684f49c2d3ffa01161bfe252a56ad02ef168f6c756a45429341c68d2d3f
stage1c_geometry,202,22,L4,1004,6393522402114438671,e16ce9cb28026b302049b3dbc4cddc8dd359c21283cf2d3b301511af96786e5d
stage1c_geometry,202,22,L4,1005,16966314076034868208,ebb5f49d81e20977e42ceaee8aedd866b8a632417a5261bcf0f75b0c79fdf1c5
stage1c_geometry,202,22,L4,1006,13275241966486113319,dce48bd7eba6d7fdcdd0c05024fbee6937d71a8327ec7da9543743c3719e90d3
stage1c_geometry,202,22,L4,1007,5627719899740385608,733e2a6916243c7d4c926c9ab2262a6d800461f7e4aed30bd47c0e1429084810
stage1c_geometry,202,22,L4,1008,12597680980096764937,388ca77cbdfc49ec9f7c62f1b1c0b2107fd457c4a897c1aeeca56f85ec5a3290
stage1c_geometry,202,22,L4,1009,15238375550989516308,4f44b0217e7832de0315c1b0283ab3b5e005f3a49de50d8ab3bc7be86f1c8c89
stage1c_geometry,202,22,L4,1010,8574409168059715675,35ddc9b27144f86557bd488b78de1abdc4684945a9ac72a33863bc5c224fbbb6
stage1c_geometry,202,22,L4,1011,830806841165736904,071be0038aa787400fdf175d3658f5fb0c6547bd2ffbeb47b841df287e62fd2a
stage1c_geometry,202,22,L4,1012,15397695053939709816,409cac3501366266dee0f5067677f2bb947bbdf232c63695cf92363c91130168
stage1c_geometry,202,22,L4,1013,3305873064335101289,185c7b9a423758755c1b18ae33415a0adf43ed8fcd26b33e8fa6b8be6c4112d0
stage1c_geometry,202,22,L4,1014,4431559262869331871,e044e66d582b5a7bf0ae341e9874bb433d77928c5f747623ad30b82bb513780e
stage1c_geometry,202,22,L4,1015,7390952897010385892,cd2bef4ab25382415c9ac47b7278feb986a63b43d280ce85b4bbfdbe3fb05a81
stage1c_geometry,202,22,L4,1016,14788868825568137304,58b0c6472c02ef99e10eed7999eb6c938446929522b277db40ef0bc1f46910eb
stage1c_geometry,202,22,L4,1017,1372025500559930775,d86e491b948d03fd0c0b65931370991e8df61fb98f1f842b09c56663dce509bf
stage1c_geometry,202,22,L4,1018,18119838660796025174,97603ae1bc0af2497a6b97c1ab7a9b353a1863988384b9da22e538b501ce332f
stage1c_geometry,202,22,L4,1019,1018291486593630942,ff66bfd09054676a86b0b19074b3ca31e3af733837510d4477b3a10a6c2e64a1
stage1c_geometry,202,22,L4,1020,5251984698096448503,2f27a7930eb5f5a7ecfaf1968e560f1611aec266df723eced3404057466acb68
stage1c_geometry,202,22,L4,1021,3295727639050339811,d584893dcfc1a1e378656e86961aacbf75327acdcbd148164cf66c9080244b18
stage1c_geometry,202,22,L4,1022,9018150613537612055,c1bd38f0065c6750f09e247b1e7cf0057966cb7839d3883698981b342c8c522b
stage1c_geometry,202,22,L4,1023,2790849959897878616,f116530e1f71537c16c6a8b2d10214428303264ac002e007fd8b43cd5b6d9269
stage1c_geometry,202,22,L4,1024,4133844275624496302,6e16f08aee045b7376e6e7549d4408e2bd194b1ab56c661de13c0afb62073da3
stage1c_geometry,202,22,L4,1025,8003252433148363973,278519abcf3eb3e7691e4b877af29cde153ceb2c4ec2313eaa2705a21fe70954
stage1c_geometry,202,22,L4,1026,12883667498086929192,2b87c75354866f207ea8fe1deedf70a2c75ddd29854b664692b1fd97f9344f43
stage1c_geometry,202,22,L4,1027,6252214414629619278,ae74af77f457c44c565ef1ebfd1013d12bb7b0be2dac58bed4eb4501c92dd7ae
stage1c_geometry,202,22,L4,1028,16364044632205693465,85bebe3f9544573017f445c5970a2292e5f708bdb7c7d901e4d6462118476025
stage1c_geometry,202,22,L4,1029,8080770454356566869,34a318e267bdf5c3340360fc4897b900a16680eb2b3fabec0945217670cbe97d
stage1c_geometry,202,22,L4,1030,5518405809987774748,4b95ff37ae64d756bfcfbfa4c75e24ce6572f8f9cf99345151d64dbd2c0c7980
stage1c_observation,202,11,O1,1001,4509651699464786600,5d7cf42b3f0deba3b0eb330d37710177a4a654b5153da37da8d0206fd02e9a0e
stage1c_observation,202,11,O1,1002,11870599435216556557,fcbb7a7846d31f2e194ff0ad2b320585a9b9099fd8fb1a84682128e855b3a53c
stage1c_observation,202,11,O1,1003,6999537154718893791,e187f09242ebbc6173aac35ce334d5b50f7d30e55220322df52749004b3fbb78
stage1c_observation,202,11,O1,1004,864311099650880516,5632868bbe994605d403a1a9c7104c612a4d1e4c75f00e0429fa107a02a99fca
stage1c_observation,202,11,O1,1005,4980175455672985000,d78200670cad7265c8daa82c3e66a70f2a2dcf4cc3d46c4a88c93542d74d3980
stage1c_observation,202,11,O1,1006,11812764974552055339,adc8df619b5eb1925cd3fb8ba492b7f3ca24cc7861196eb880be9ff1ed2afc75
stage1c_observation,202,11,O1,1007,18215344050726778566,94958f1fc3dac760904db0c7cea7a3b21827db28005d89aae266847e86b548f2
stage1c_observation,202,11,O1,1008,4381506302350622220,f5795c32578431b783cabcdb384ff8c49aa1eb3960ddaaa859fde3132e315c70
stage1c_observation,202,11,O1,1009,3898524988977892,47cce1deef7e4bc26a1afb97362fd25b41974985f4fc783958a11142fcb0fa04
stage1c_observation,202,11,O1,1010,12498135380962807004,0aacddf77f96fe8620af6f95dd53fe113a775179666e239955d6cd4ae027aec4
stage1c_observation,202,11,O1,1011,8054151713602622667,eddc99e059677050cb4e8179a9907fdf234d087c6396117d8874f94b732e0bee
stage1c_observation,202,11,O1,1012,13394653317361661471,4e5c06ed0c9ebb921a6d21c7627ada51a148d83468f22298a316b195c544e43c
stage1c_observation,202,11,O1,1013,17228619986976833505,c434185399cc96a0eece00f6acd17a4fc8f5cb6b3b7f7d5c34ad3a9b3aeb4aeb
stage1c_observation,202,11,O1,1014,8016316511855700008,c9a7368c62d73e445362f065fff0443af92ebbb8aa17c0f909b33c62e11486b4
stage1c_observation,202,11,O1,1015,8448300948345155490,8e28e42da314108b464367d28a38c4fe66ae29882827708a55b14476a67425e5
stage1c_observation,202,11,O1,1016,7913199535073974443,9393db840a12ae9c170f324f97b5297db7a6ce9d61df3cba6715956601e51401
stage1c_observation,202,11,O1,1017,4279498703692965745,796c052790aba32fc6a16cf54cc35d1947b9a3e9a2fb312675eb28cdd3e98c69
stage1c_observation,202,11,O1,1018,10462817374677259581,2b31180683de4cee9c523d3dff78b82df576b70c34b214faebdaa444c8fd41b8
stage1c_observation,202,11,O1,1019,15959746611123463453,54cf73693fb06a42c345e91ebe130138658762e08d2e1e5998bcb6d173887753
stage1c_observation,202,11,O1,1020,7801985172000525726,d826acfaec8b45beaf65bb22a912e2a8e9e32ae53af4fdc4b59d870c615717aa
stage1c_observation,202,11,O1,1021,8344925314069197202,11bb0a2b7c227991cf1e40a3dca395a00ee2d00d5e499b62732cda00698f8b5f
stage1c_observation,202,11,O1,1022,14202738753412792973,7640a9e77b5aaaa6407954d96af028b704b2a0845d0ae5ed3f58d448c406eb95
stage1c_observation,202,11,O1,1023,3374782646277650099,2383d1888b7726702aa7cfa9d6f1d79253eaecd0a6436ea38ac855185516a3fa
stage1c_observation,202,11,O1,1024,2760002674681134271,7a0dbdf41785b85ce033bc76a45de530673a71b2ab5643b343a0c8aba8bccffe
stage1c_observation,202,11,O1,1025,11324546891221531922,ae17c670a1ced15d651c29be949d9a96d21aba8b7fec0f7b8a59db906817f4e1
stage1c_observation,202,11,O1,1026,10586582785141132227,aaaab23aaf274dace524ce451cdee994225bf235642c498546321b2a44e14716
stage1c_observation,202,11,O1,1027,6945246989850125038,778dc982a772172bdcbf4d8f2e04d917737f9e306294224d663f0413846251c1
stage1c_observation,202,11,O1,1028,13077112846600014495,22c022b599a7400b33a94b4d11da32cd454f4ae377fcc9b235ec68e62e403208
stage1c_observation,202,11,O1,1029,13076914380138616320,05878c9f302373985dfbb21aaf013a1f6355d0ce2bc55b9b214f78b08cf7a76d
stage1c_observation,202,11,O1,1030,777532657499872071,64626169c16703c0d81e2efe74e4a11c0280d80cd572d1218d21d56759dab1be
stage1c_observation,202,22,O1,1001,698251510650984414,9b45b1b82880876ba58d13ad5ad99fa5cc7851529eb4e3f30bde10bdbe06f8ae
stage1c_observation,202,22,O1,1002,12253059479032453619,652512ede5fff971ec064e5fa78f37fae81b1840b6f2e82f39060ff4c79171d7
stage1c_observation,202,22,O1,1003,11115929042791648483,a5d533f49b8ab9a4a84e4bfa61aeb551194f809fcf9b1ff1a0de27de957ae877
stage1c_observation,202,22,O1,1004,6401153106563329791,901cfce5a9e6f218ab029938d860edce29ed20325af1bb69419dcfbfd5e3d281
stage1c_observation,202,22,O1,1005,14663877387860634720,afde0055b2215758f5f3f5ab4af64487d5c0112b9db8f13a7a7c19e60ac10631
stage1c_observation,202,22,O1,1006,4319244589415734264,c970d7257709d86f7929874d8f345c2ac0738107a426811921cb62ff2daac8b8
stage1c_observation,202,22,O1,1007,6523632819158280555,1871afe4a8e9bd1909cd089f0b925f528a2fc7575a40cba5941197a259365563
stage1c_observation,202,22,O1,1008,11879276655692788676,6e667fc19c6d316ccabec5091d7c83623c02c2c8e4cdc985f5156599e7408759
stage1c_observation,202,22,O1,1009,13465280882838492799,5a2fa61e0c622448d1fe08e7120997ebbf9a2d538ea411937415fa1c1a7014f1
stage1c_observation,202,22,O1,1010,9376066790341915031,fa4b5504b41b93103c777bfd13545699e55cdeb5be09c00f843c3afb7c7a8130
stage1c_observation,202,22,O1,1011,2487805887640717807,20076d22d8df5f723b2492a7b08f207c2a923fb400e8fa1a79cf1625a73c4d46
stage1c_observation,202,22,O1,1012,11857390935016774094,97124546e19aec70ea1c96811e8456582fc36b7011abc8c0bd3c9e840b4345f9
stage1c_observation,202,22,O1,1013,7598461938643679067,11ff2029bd3ddf9d361a40115759d5a0ce288cf2b4edb978ce937101ac086f71
stage1c_observation,202,22,O1,1014,10318146113355552110,ce522e85ca42d96ddc6b357e592260bd975ea47c41abf85663932a296e07104e
stage1c_observation,202,22,O1,1015,12021315176694952246,def6b02ffb7ead5333fe7b0bb4377475dda6207eec2cd06aca342253a7866440
stage1c_observation,202,22,O1,1016,10490430786319541127,c8d5005fa6836a3ce8d26daba21e3fc0deeab83b73e3f4b1b87171db8a157698
stage1c_observation,202,22,O1,1017,12730769315015094895,3bf4b3ccddb085af44e30f3e7152503df0e304cc8fe317728ad4574f5838c2cc
stage1c_observation,202,22,O1,1018,2252770541338432675,eb974dfafa298b2fa5cdde521f31070ea072dd4e25c90fc6bf0203e14101a32c
stage1c_observation,202,22,O1,1019,14472484461601799037,3396e9658e92612bc5e23c7becbea76660449bf57efa4b2009b9ebd3f7c66ecc
stage1c_observation,202,22,O1,1020,4685903483704428766,fafc7ed114ca84576447750dd1d311844f97df3cd1fc20d476a484226ad8656a
stage1c_observation,202,22,O1,1021,6890151700845404588,fe606347dfce452a937839d538c66427439bdd55a3fbb95d28dd52a5259ac450
stage1c_observation,202,22,O1,1022,11768213630462511554,7b687929082a3e5aac26ee9f5d54dec8ea429dc3da4f24d8ca00455897721e3d
stage1c_observation,202,22,O1,1023,11173055236648360331,55af03bcd0340d0576ce5dc001edd692e39c7e2a2dfd412863f1105cbaf73bd6
